page,match,classification,suggested_fix,reason,context
568,1.5g,review_micro_as_g,1.5 ㎍ (검토),g(그램)로 OCR되었으나 소량(1.5g) → ㎍ 오인 가능성. 문맥 검토 요망.,"- 첫 날 500mg 1일 1회, 둘째 날부터 1일 1회 250mg을 4일간 투여 (총 투여량 1.5g) 2) 치료 실패 또는 재발 시 가) 초치료로 azithromycin을 투여한 경우"
568,2.5g,review_micro_as_g,2.5 ㎍ (검토),g(그램)로 OCR되었으나 소량(2.5g) → ㎍ 오인 가능성. 문맥 검토 요망.,"ine 투여 후, 첫 날 1g 1일 1회, 둘째 날부터 1일 1회 500mg을 3일간 투여 (총 투여량 2.5g) 나) 초치료로 doxycycline 또는 minocycline을 투여한 경우 - 첫 날"
568,1g,review_micro_as_g,1 ㎍ (검토),g(그램)로 OCR되었으나 소량(1g) → ㎍ 오인 가능성. 문맥 검토 요망.,"나) 초치료로 doxycycline 또는 minocycline을 투여한 경우 - 첫 날 1g 1일 1회, 둘째 날부터 1일 1회 500mg을 3일간 투여 (총 투여량 2.5g) 3. 허가사항 범위를"
631,1g,review_micro_as_g,1 ㎍ (검토),g(그램)로 OCR되었으나 소량(1g) → ㎍ 오인 가능성. 문맥 검토 요망.,·용량)를 초과하여 1g/kg를 2-3일간 나누어서 투여 나) 신생아패혈증 : 허가사항 범위를 초과하여 1g/kg로 투여 라. 특발성혈소판감소성자반증(ITP ; Idiopathic Thrombocytopenia P
631,2g,review_micro_as_g,2 ㎍ (검토),g(그램)로 OCR되었으나 소량(2g) → ㎍ 오인 가능성. 문맥 검토 요망.,"kg/day를 5일간 투여하거나, 허가사항 범위(용법·용량)를 초과 하여 1g/kg/day로 2일간 또는 2g/kg/ day로 1일간 투여 2) 소아(만 16세 미만 소아에 적용) 가) 적응증: 아래의 1항목에 해당"
632,2g,review_micro_as_g,2 ㎍ (검토),g(그램)로 OCR되었으나 소량(2g) → ㎍ 오인 가능성. 문맥 검토 요망.,"발병 위험이 있다고 진료의사가 판단하여 투여하는 경우 2) 투여용량 : 400mg/kg씩 5일까지 또는 2g/㎏ /day×1일 단, 1차 투여 종료 후 36시간 이상 발열이 지속되는 불응성 가와사키병(Refract"
633,2g,review_micro_as_g,2 ㎍ (검토),g(그램)로 OCR되었으나 소량(2g) → ㎍ 오인 가능성. 문맥 검토 요망.,"eatine kinase)가 지속적으로 상승된 경우 2) 투여용량: 400mg/kg/day ×5일 (또는 2g/kg/day ×1일, 1g/kg/day ×2일)을 매월 반복하여 3개월 까지 투여가능하며 투여 후 호전되"
633,1g,review_micro_as_g,1 ㎍ (검토),g(그램)로 OCR되었으나 소량(1g) → ㎍ 오인 가능성. 문맥 검토 요망.,"지속적으로 상승된 경우 2) 투여용량: 400mg/kg/day ×5일 (또는 2g/kg/day ×1일, 1g/kg/day ×2일)을 매월 반복하여 3개월 까지 투여가능하며 투여 후 호전되었다가 이후 다시 악화된 경"
634,1g,review_micro_as_g,1 ㎍ (검토),g(그램)로 OCR되었으나 소량(1g) → ㎍ 오인 가능성. 문맥 검토 요망.,", 광선요법(Phototherapy)에도 호전되지 않아 교환수혈 위험이 있는 경우 2) 투여용량: 0.5-1g/kg(1회 투여 이후 효과가 불 충분한 경우 12시간 내 재투여 가능함) 마. 심상성(보통) 천포창, 낙엽"
37,alpha,suspect_greek_broken,(문맥상 α 검토),a/b/g 형태가 α로 깨졌을 가능성.,te 경구제 영풍 클로미펜시트르산염정 고시 제2017-180호 17.10.1. 367 Darbepoetin alpha 주사제 네스프프리필드시린지주 등 고시 제2019-57호 19.4.1. 367 Erythropoietin 주
38,alpha,suspect_greek_broken,(문맥상 α 검토),a/b/g 형태가 α로 깨졌을 가능성.,❘ 31 ❘ 성 분 명 품 명 고시번호 시행일 페이지 Lutropin alpha (r-hLH) 주사제 루베리스주 75IU 고시 제2024-55호 24.4.1. 371 Menotrophin
40,G-,suspect_greek_broken,(문맥상 γ 검토),a/b/g 형태가 γ로 깨졌을 가능성.,423 Emicizumab 주사제 헴리브라피하주사 30mg 등 고시 제2023-82호 23.5.1. 426 G-CSF 주사제 filgrastim 그라신프리필드 시린지주 등 고시 제2013-127호 13.9.1. 428
40,gamma,suspect_greek_broken,(문맥상 γ 검토),a/b/g 형태가 γ로 깨졌을 가능성.,22.8.1. 437 Recombinant blood coagulation factor Ⅸ Nonacog gamma 주사제 릭수비스주 고시 제2018-280호 19.1.1. 438 Romiplostim 주사제 로미플레이트주
51,alpha,suspect_greek_broken,(문맥상 α 검토),a/b/g 형태가 α로 깨졌을 가능성.,··········································· 553 Darbepoetin alpha 주사제···································· 367 Darunavir ethan
52,G-,suspect_greek_broken,(문맥상 γ 검토),a/b/g 형태가 γ로 깨졌을 가능성.,vir 주사제················································ 583 G-CSF 주사제 filgrastim ········································
53,alpha,suspect_greek_broken,(문맥상 α 검토),a/b/g 형태가 α로 깨졌을 가능성.,Lung surfactant (폐계면활성제) 주사제·················· 316 Lutropin alpha (r-hLH) 주사제······························ 371 Macitentan 경구
55,gamma,suspect_greek_broken,(문맥상 γ 검토),a/b/g 형태가 γ로 깨졌을 가능성.,······· 434 Recombinant blood coagulation factor Ⅸ Nonacog gamma 주사제·················································· 438 R
260,Beta,suspect_greek_broken,(문맥상 β 검토),a/b/g 형태가 β로 깨졌을 가능성.,하는 경우 ※ ICS-LABA: Inhaled CorticoSteroids-Long Acting Beta-2 Agonist LAMA: Long Acting Muscarinic Antagonist - 다 음
321,Beta,suspect_greek_broken,(문맥상 β 검토),a/b/g 형태가 β로 깨졌을 가능성.,해당하는 경우 ※ ICS-LABA: Inhaled CorticoSteroids-Long Acting Beta-2 Agonist LAMA: Long Acting Muscarinic Antagonist - 다 음
325,Beta,suspect_greek_broken,(문맥상 β 검토),a/b/g 형태가 β로 깨졌을 가능성.,해당하는 경우 ※ ICS-LABA: Inhaled CorticoSteroids-Long Acting Beta-2 Agonist LAMA: Long Acting Muscarinic Antagonist - 다
328,Beta,suspect_greek_broken,(문맥상 β 검토),a/b/g 형태가 β로 깨졌을 가능성.,만족하는 경우 ※ ICS-LABA: Inhaled CorticoSteroids-Long Acting Beta-2 Agonist LAMA: Long Acting Muscarinic Antagonist - 다 음
347,beta,suspect_greek_broken,(문맥상 β 검토),a/b/g 형태가 β로 깨졌을 가능성.,"확보가 불가능한 경우) 나. 투여방법 ○ 효소대체요법(agalsidase alfa, agalsidase beta)과 병용투여는 인정하지 아니함. 남성 ②미세알부민뇨(>30mg/g) (최소 24시간 간격 2회 이상 검출"
374,alpha,suspect_greek_broken,(문맥상 α 검토),a/b/g 형태가 α로 깨졌을 가능성.,"을 환자가 부담토록 함. (고시 제2017-180호, ʼ17.10.1.) [249] Darbepoetin alpha 주사제 (품명: 네스프프리필드시린지 주 등) 1. 허가사항 범위 내에서 아래와 같은 기준으로 투여 시"
378,alpha,suspect_greek_broken,(문맥상 α 검토),a/b/g 형태가 α로 깨졌을 가능성.,"투여 시 요양급여를 인정함. (고시 제2019-210호, ʼ19.10.1.) [249] Lutropin alpha (r-hLH) 주사제 (품명: 루베리스주 75IU) 허가사항 범위 내에서 아래와 같은 기준으로 투여 시"
435,G-,suspect_greek_broken,(문맥상 γ 검토),a/b/g 형태가 γ로 깨졌을 가능성.,"/내과 전문의의 처방에 한하여 요양 급여를 인정함. (고시 제2023-82호, ’23.5.1.) [339] G-CSF 주사제 filgrastim (품명: 그라신프리필드 시린지주 등), Lenograstim 1. 허"
437,G-,suspect_greek_broken,(문맥상 γ 검토),a/b/g 형태가 γ로 깨졌을 가능성.,이상) 가) 비호지킨림프종 및 다발골수종 환자에서 기존의 가동화 방안 (항암제와 과립세포군촉진인자(G-CSF)의 병용 또는 G-CSF 단독)으로 실패하여 조혈모세포가 충분히 채집되지 않은 경우※ ※
437,G-,suspect_greek_broken,(문맥상 γ 검토),a/b/g 형태가 γ로 깨졌을 가능성.,림프종 및 다발골수종 환자에서 기존의 가동화 방안 (항암제와 과립세포군촉진인자(G-CSF)의 병용 또는 G-CSF 단독)으로 실패하여 조혈모세포가 충분히 채집되지 않은 경우※ ※ 비호지킨림프종: 3일간 채
438,G-,suspect_greek_broken,(문맥상 γ 검토),a/b/g 형태가 γ로 깨졌을 가능성.,g 미만인 경우 나) 비호지킨림프종 및 다발골수종 환자에서 가동화 방안(항암제와 과립세포군촉진인자(G-CSF)의 병용 또는 G-CSF 단독) 시행 중 다음의 ① 또는 ②에 해당하여 조혈모세포 채집의 실패가
438,G-,suspect_greek_broken,(문맥상 γ 검토),a/b/g 형태가 γ로 깨졌을 가능성.,비호지킨림프종 및 다발골수종 환자에서 가동화 방안(항암제와 과립세포군촉진인자(G-CSF)의 병용 또는 G-CSF 단독) 시행 중 다음의 ① 또는 ②에 해당하여 조혈모세포 채집의 실패가 예상되는 경우 채집기간 중
438,G-,suspect_greek_broken,(문맥상 γ 검토),a/b/g 형태가 γ로 깨졌을 가능성.,"* ② 조혈모세포 채집 첫째 날 채집량 < 1.0 × 106 CD34+cell/kg * 측정 시기: “G-CSF 단독”으로 가동화한 경우, G-CSF 투여 4-5일째 “G-CSF+항암화학요법”으로 가동화한 경우,"
438,G-,suspect_greek_broken,(문맥상 γ 검토),a/b/g 형태가 γ로 깨졌을 가능성.,"< 1.0 × 106 CD34+cell/kg * 측정 시기: “G-CSF 단독”으로 가동화한 경우, G-CSF 투여 4-5일째 “G-CSF+항암화학요법”으로 가동화한 경우, WBC > 3000/uL 일 때"
438,G-,suspect_greek_broken,(문맥상 γ 검토),a/b/g 형태가 γ로 깨졌을 가능성.,"D34+cell/kg * 측정 시기: “G-CSF 단독”으로 가동화한 경우, G-CSF 투여 4-5일째 “G-CSF+항암화학요법”으로 가동화한 경우, WBC > 3000/uL 일 때 2) 소아(만1세∼만18세"
438,G-,suspect_greek_broken,(문맥상 γ 검토),a/b/g 형태가 γ로 깨졌을 가능성.,18세 미만) 가) 림프종 및 고형악성종양 환자에서 기존의 가동화방안 (항암제와 과립세포군촉진인자 (G-CSF)의 병용 또는 G-CSF 단독)으로 실패하여 조혈모세포가 충분히 채집되지 않은 경우※ ※
438,G-,suspect_greek_broken,(문맥상 γ 검토),a/b/g 형태가 γ로 깨졌을 가능성.,림프종 및 고형악성종양 환자에서 기존의 가동화방안 (항암제와 과립세포군촉진인자 (G-CSF)의 병용 또는 G-CSF 단독)으로 실패하여 조혈모세포가 충분히 채집되지 않은 경우※ ※ 림프종: 3일간 채집량이
438,G-,suspect_greek_broken,(문맥상 γ 검토),a/b/g 형태가 γ로 깨졌을 가능성.,/kg 미만인 경우 나) 림프종 및 고형악성종양 환자에서 가동화 방안 (항암제와 과립세포군촉진인자 (G-CSF)의 병용 또는 G-CSF 단독) 시행 중 다음의 ① 또는 ②에 해당하여 조혈모세포 채집의 실패가
438,G-,suspect_greek_broken,(문맥상 γ 검토),a/b/g 형태가 γ로 깨졌을 가능성.,나) 림프종 및 고형악성종양 환자에서 가동화 방안 (항암제와 과립세포군촉진인자 (G-CSF)의 병용 또는 G-CSF 단독) 시행 중 다음의 ① 또는 ②에 해당하여 조혈모세포 채집의 실패가 예상되는 경우 채집기간 중
439,G-,suspect_greek_broken,(문맥상 γ 검토),a/b/g 형태가 γ로 깨졌을 가능성.,"* ② 조혈모세포 채집 첫째 날 채집량 < 1.0 × 106 CD34+cell/kg * 측정 시기: “G-CSF 단독”으로 가동화한 경우, G-CSF 투여 4-5일째 “G-CSF+항암화학요법”으로 가동화한 경우,"
439,G-,suspect_greek_broken,(문맥상 γ 검토),a/b/g 형태가 γ로 깨졌을 가능성.,"< 1.0 × 106 CD34+cell/kg * 측정 시기: “G-CSF 단독”으로 가동화한 경우, G-CSF 투여 4-5일째 “G-CSF+항암화학요법”으로 가동화한 경우, WBC > 3000/uL 일 때"
439,G-,suspect_greek_broken,(문맥상 γ 검토),a/b/g 형태가 γ로 깨졌을 가능성.,"D34+cell/kg * 측정 시기: “G-CSF 단독”으로 가동화한 경우, G-CSF 투여 4-5일째 “G-CSF+항암화학요법”으로 가동화한 경우, WBC > 3000/uL 일 때 나. 투여 횟수 ○ 2"
445,gamma,suspect_greek_broken,(문맥상 γ 검토),a/b/g 형태가 γ로 깨졌을 가능성.,.1.) [339] Recombinant blood coagulation factor Ⅸ Nonacog gamma 주사제 (품명: 릭수비스주) 1. 입원환자의 경우 허가사항 범위 내에서 투여 시 요양급여 함을 원칙으로
454,Beta,suspect_greek_broken,(문맥상 β 검토),a/b/g 형태가 β로 깨졌을 가능성.,"됨. 이는 다음 요소의 결핍증 또는 장애에 따른 호모시스틴뇨증을 포함함. 1) Cystathionine Beta-Synthase(CBS) 2) 5,10-Methylenetetrahydrofolate reductase"
575,G-,suspect_greek_broken,(문맥상 γ 검토),a/b/g 형태가 γ로 깨졌을 가능성.,여를 인정함. - 아 래 - 가. 급성골수성백혈병에 내인성감염의 예방을 위해 경구 투여로 위장관멸균(G-I sterilization) 나. 뇌 척수액에 농(Pus)이 증명된 경우 경막외(Epidural spac
754,beta,suspect_greek_broken,(문맥상 β 검토),a/b/g 형태가 β로 깨졌을 가능성.,"lating hormone (follitropin, follitropin alfa, follitropin beta, corifollitropin alfa,urofollitropin) 1등급 251 Fosinopril 2"
755,beta,suspect_greek_broken,(문맥상 β 검토),a/b/g 형태가 β로 깨졌을 가능성.,rgine 2등급 307 Insulin glulisine 2등급 308 <삭제> 309 Interferon beta-1a 2등급 310 Interferon beta-1b 2등급 311 Interleukin-2 = aldes
755,beta,suspect_greek_broken,(문맥상 β 검토),a/b/g 형태가 β로 깨졌을 가능성.,sine 2등급 308 <삭제> 309 Interferon beta-1a 2등급 310 Interferon beta-1b 2등급 311 Interleukin-2 = aldesleukin 2등급 312 Ipragliflozi
776,beta,suspect_greek_broken,(문맥상 β 검토),a/b/g 형태가 β로 깨졌을 가능성.,olimus 2등급 1004 Evening primrose oil 2등급 1005 Peginterferon beta-1a 2등급 1006 Trientine 2등급 1007 Zinc acetate 2등급 단일제에 한함 100
37,20mcg,normalize,20 ㎍,ASCII 'ug/mcg' → 기호 '㎍'로 정규화 권장.,28정1밀리그램 등 고시 제2023-184호 23.10.1. 363 Levonorgestrol 제제 미레나 20mcg 고시 제2013-127호 13.9.1. 364 Medroxyprogesterone acetate 경구제 프
38,500mcg,normalize,500 ㎍,ASCII 'ug/mcg' → 기호 '㎍'로 정규화 권장.,93호 17.11.1. 384 Recombinant human epidermal growth factor 500mcg (6×105 IU) 외용제 이지에프외용액 0.005% 고시 제2018-253호 18.12.1. 384 ✤
39,20.87mcg,normalize,20.87 ㎍,ASCII 'ug/mcg' → 기호 '㎍'로 정규화 권장.,mecrolimus 외용제 엘리델크림 1% 고시 제2019-57호 19.4.1. 391 Tacalcitol 20.87mcg/g 외용제 본알파하이연고 고시 제2013-127호 13.9.1. 391 Tacrolimus 외용제 프로토픽
42,10mcg,normalize,10 ㎍,ASCII 'ug/mcg' → 기호 '㎍'로 정규화 권장.,"호 19.2.1. 505 Indium chloride(111In) 3.3mCi, Pentetreotide 10mcg 주사제 옥트레오스캔주사 고시 제2013-127호 13.9.1. 506 Strontium chloride ("
53,10mcg,normalize,10 ㎍,ASCII 'ug/mcg' → 기호 '㎍'로 정규화 권장.,"oate 흡입제·· 316 Indium chloride(111In) 3.3mCi, Pentetreotide 10mcg 주사제·······················································"
55,500mcg,normalize,500 ㎍,ASCII 'ug/mcg' → 기호 '㎍'로 정규화 권장.,············ 434 Recombinant human epidermal growth factor 500mcg (6×105 IU) 외용제······························· 384 Remifenta
56,20.87mcg,normalize,20.87 ㎍,ASCII 'ug/mcg' → 기호 '㎍'로 정규화 권장.,주사제········································ 442 Tacalcitol 20.87mcg/g 외용제······························ 391 Tacrolimus 외용제·····
61,20mcg,normalize,20 ㎍,ASCII 'ug/mcg' → 기호 '㎍'로 정규화 권장.,··················································· 342 미레나 20mcg ······················································ 364
98,37.5ug,normalize,37.5 ㎍,ASCII 'ug/mcg' → 기호 '㎍'로 정규화 권장.,"ydromorphone 1일당 24mg Tapentadol 1일당 300mg Fentanyl 패취제 3일당 37.5ug/h Morphine 경구제 1일당 90mg 3) 투여기간 1회 처방당 최대 30일까지 인정하며, 속효"
371,20mcg,normalize,20 ㎍,ASCII 'ug/mcg' → 기호 '㎍'로 정규화 권장.,"(고시 제2023-184호, ʼ23.10.1.) [247] Levonorgestrol 제제 (품명: 미레나 20mcg) 1. 허가사항 중 월경과다증, 월경곤란증, 에스트로겐 대체 요법시 프로게스틴의 국소적용에 아래와 같은 기"
391,500mcg,normalize,500 ㎍,ASCII 'ug/mcg' → 기호 '㎍'로 정규화 권장.,7.11.1.) [263] Recombinant human epidermal growth factor 500mcg (6×105 IU) 외용제 (품명: 이지에프외용액 0.005%) 허가사항 범위 내에서 아래와 같은 기준
398,20.87mcg,normalize,20.87 ㎍,ASCII 'ug/mcg' → 기호 '㎍'로 정규화 권장.,"수 있는 밀봉요법은 피함). (고시 제2019-57호, ʼ19.4.1.) [269] Tacalcitol 20.87mcg/g 외용제 (품명: 본알파하이연고) 타 약제로 4주 이상 사용하여도 효과가 나타나지 않는 경우 2차적으"
513,10mcg,normalize,10 ㎍,ASCII 'ug/mcg' → 기호 '㎍'로 정규화 권장.,"준 및 방법 [431] Indium chloride(111In) 3.3mCi, Pentetreotide 10mcg 주사제 (품명: 옥트레오스캔주사) 전산화단층영상진단(CT), 자기공명영상진단(MRI) 등 기존의 진단방"
29,100mg,ok,100 mg,정상 밀리그램 표기(ASCII).,제 대웅프리미돈정 고시 제2018-18호 18.2.1. 121 Rufinamide 경구제 이노베론필름코팅정 100mg 등 고시 제2019-240호 19.11.1. 121 Sodium valproate 주사제 데파킨주 등 고시
29,300mg,ok,300 mg,정상 밀리그램 표기(ASCII).,"13.9.1. 122 ✤ 114 해열, 진통, 소염제 자오가·우슬·방풍·두충·구척·흑두 건조엑스(20→1) 300mg 신바로캡슐 등 고시 제2014-140호 14.9.1. 123 편두통 치료제 고시 제2020-265호 20."
